id,round,draw_date,num1,num2,num3,num4,num5,num6,bonus,sales_amount,winner_count_1st,prize_1st,created_at,updated_at,numbers,year,month,day,day_of_week,quarter,sum,mean,std,min,max,range,odd_count,even_count,odd_ratio,prime_count,consecutive_count,range_1_10,range_11_20,range_21_30,range_31_40,range_41_45,last_digits,ac_value
82,1178,2024-07-27,1,6,16,30,31,43,32,118628655419,5,11862865541,2025-11-07 08:55:47,2025-11-07 08:55:47.936164,"[1, 6, 16, 30, 31, 43]",2024,7,27,5,3,127,21.166666666666668,16.216246996967783,1,43,42,3,3,0.5,2,1,2,1,1,1,1,"[1, 6, 6, 0, 1, 3]",14
83,1179,2024-08-03,12,25,28,29,36,40,26,89508215670,7,6393443976,2025-11-07 08:55:47,2025-11-07 08:55:47.936171,"[12, 25, 28, 29, 36, 40]",2024,8,3,5,3,170,28.333333333333332,9.72967967955095,12,40,28,2,4,0.3333333333333333,1,1,0,1,3,2,0,"[2, 5, 8, 9, 6, 0]",13
84,1180,2024-08-10,1,5,14,38,44,45,29,114458653641,15,3815288454,2025-11-07 08:55:47,2025-11-07 08:55:47.936176,"[1, 5, 14, 38, 44, 45]",2024,8,10,5,3,147,24.5,20.12709616412661,1,45,44,3,3,0.5,1,1,2,1,0,1,2,"[1, 5, 4, 8, 4, 5]",15
85,1181,2024-08-17,16,17,21,24,28,31,22,95764659581,10,4788232979,2025-11-07 08:55:47,2025-11-07 08:55:47.936184,"[16, 17, 21, 24, 28, 31]",2024,8,17,5,3,137,22.833333333333332,5.980523945831725,16,31,15,3,3,0.5,2,1,0,2,3,1,0,"[6, 7, 1, 4, 8, 1]",11
86,1182,2024-08-24,3,6,11,19,23,27,28,81618159567,5,8161815956,2025-11-07 08:55:47,2025-11-07 08:55:47.936192,"[3, 6, 11, 19, 23, 27]",2024,8,24,5,3,89,14.833333333333334,9.64192235327928,3,27,24,5,1,0.8333333333333334,4,0,2,2,2,0,0,"[3, 6, 1, 9, 3, 7]",11
87,1183,2024-08-31,11,20,21,24,30,45,12,83797597822,1,41898798911,2025-11-07 08:55:47,2025-11-07 08:55:47.936198,"[11, 20, 21, 24, 30, 45]",2024,8,31,5,3,151,25.166666666666668,11.513759884011247,11,45,34,3,3,0.5,1,1,0,2,3,0,1,"[1, 0, 1, 4, 0, 5]",13
88,1184,2024-09-07,3,9,10,17,35,43,19,119751052632,15,3991701754,2025-11-07 08:55:47,2025-11-07 08:55:47.936203,"[3, 9, 10, 17, 35, 43]",2024,9,7,5,3,117,19.5,15.94678651014053,3,43,40,5,1,0.8333333333333334,3,1,3,1,0,1,1,"[3, 9, 0, 7, 5, 3]",12
89,1185,2024-09-14,6,15,20,22,34,41,24,83386476541,10,4169323827,2025-11-07 08:55:47,2025-11-07 08:55:47.936209,"[6, 15, 20, 22, 34, 41]",2024,9,14,5,3,138,23.0,12.712198865656562,6,41,35,2,4,0.3333333333333333,1,0,1,2,1,1,1,"[6, 5, 0, 2, 4, 1]",12
90,1186,2024-09-21,15,18,33,35,36,38,43,117580972374,9,6532276243,2025-11-07 08:55:47,2025-11-07 08:55:47.936215,"[15, 18, 33, 35, 36, 38]",2024,9,21,5,3,175,29.166666666666668,9.988326519826366,15,38,23,3,3,0.5,0,1,0,2,0,4,0,"[5, 8, 3, 5, 6, 8]",10
91,1187,2024-09-28,9,17,20,23,33,36,25,89594135737,11,4072460715,2025-11-07 08:55:47,2025-11-07 08:55:47.936221,"[9, 17, 20, 23, 33, 36]",2024,9,28,5,3,138,23.0,10.099504938362077,9,36,27,4,2,0.6666666666666666,2,0,1,2,1,2,0,"[9, 7, 0, 3, 3, 6]",11
92,1188,2024-10-05,5,12,22,23,39,40,25,80228470637,13,3085710409,2025-11-07 08:55:47,2025-11-07 08:55:47.936226,"[5, 12, 22, 23, 39, 40]",2024,10,5,5,4,141,23.5,14.067693485429658,5,40,35,3,3,0.5,2,2,1,1,2,2,0,"[5, 2, 2, 3, 9, 0]",11
93,1189,2024-10-12,3,4,11,20,31,39,12,97854062766,8,6115878922,2025-11-07 08:55:47,2025-11-07 08:55:47.936232,"[3, 4, 11, 20, 31, 39]",2024,10,12,5,4,108,18.0,14.724129855444769,3,39,36,4,2,0.6666666666666666,3,1,2,2,0,2,0,"[3, 4, 1, 0, 1, 9]",13
94,1190,2024-10-19,12,14,20,28,40,45,35,99378710629,6,8281559219,2025-11-07 08:55:47,2025-11-07 08:55:47.936238,"[12, 14, 20, 28, 40, 45]",2024,10,19,5,4,159,26.5,13.67845020461017,12,45,33,1,5,0.16666666666666666,0,0,0,3,1,1,1,"[2, 4, 0, 8, 0, 5]",14
95,1191,2024-10-26,18,20,21,29,34,39,40,91744385789,5,9174438578,2025-11-07 08:55:47,2025-11-07 08:55:47.936244,"[18, 20, 21, 29, 34, 39]",2024,10,26,5,4,161,26.833333333333332,8.518607084885808,18,39,21,3,3,0.5,1,1,0,2,2,2,0,"[8, 0, 1, 9, 4, 9]",14
96,1192,2024-11-02,6,10,15,17,23,44,39,107067768764,0,53533884382,2025-11-07 08:55:47,2025-11-07 08:55:47.936249,"[6, 10, 15, 17, 23, 44]",2024,11,2,5,4,115,19.166666666666668,13.496913227351898,6,44,38,3,3,0.5,2,0,2,2,1,0,1,"[6, 0, 5, 7, 3, 4]",15
97,1193,2024-11-09,14,19,28,40,41,45,44,115497905071,4,14437238133,2025-11-07 08:55:47,2025-11-07 08:55:47.936255,"[14, 19, 28, 40, 41, 45]",2024,11,9,5,4,187,31.166666666666668,12.797135096054378,14,45,31,3,3,0.5,2,1,0,2,1,1,2,"[4, 9, 8, 0, 1, 5]",13
98,1194,2024-11-16,1,3,16,24,26,31,20,96280865753,12,4011702739,2025-11-07 08:55:47,2025-11-07 08:55:47.936261,"[1, 3, 16, 24, 26, 31]",2024,11,16,5,4,101,16.833333333333332,12.480651692386367,1,31,30,3,3,0.5,2,0,2,1,2,1,0,"[1, 3, 6, 4, 6, 1]",12
99,1195,2024-11-23,4,12,14,20,27,35,5,112271176476,6,9355931373,2025-11-07 08:55:47,2025-11-07 08:55:47.936266,"[4, 12, 14, 20, 27, 35]",2024,11,23,5,4,112,18.666666666666668,11.129540272026812,4,35,31,2,4,0.3333333333333333,0,0,1,3,1,1,0,"[4, 2, 4, 0, 7, 5]",11
100,1196,2024-11-30,2,5,15,20,25,30,29,97336954061,13,3743729002,2025-11-07 08:55:47,2025-11-07 08:55:47.936272,"[2, 5, 15, 20, 25, 30]",2024,11,30,5,4,97,16.166666666666668,11.052903087726168,2,30,28,3,3,0.5,2,0,2,2,2,0,0,"[2, 5, 5, 0, 5, 0]",10
